	species	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021
9353	Spatula clypeata				LC				LC	LC			LC				LC			LC		
9354	Spatula cyanoptera				LC				LC	LC			LC				LC					
9355	Spatula discors				LC				LC	LC			LC				LC					
9356	Spatula hottentota				LC				LC	LC			LC				LC					
9357	Spatula platalea				LC				LC	LC			LC				LC					
9358	Spatula puna				LC				LC	LC			LC				LC					
9359	Spatula querquedula				LC				LC	LC			LC			LC	LC					
9360	Spatula rhynchotis				LC				LC	LC			LC				LC					
9361	Spatula smithii				LC				LC	LC			LC				LC					
9362	Spatula versicolor				LC				LC	LC			LC				LC					
9363	Speculanas specularis				NT		NT		NT				NT				NT	NT				
9364	Speculipastor bicolor				LC				LC	LC			LC				LC					
9365	Spelaeornis badeigularis				VU			VU	VU				VU				VU					
9366	Spelaeornis caudatus				NT				NT				NT				NT					
9367	Spelaeornis chocolatinus								NT				NT				NT					
9368	Spelaeornis kinneari								LC	LC		VU	VU				VU	NT	VU			
9369	Spelaeornis longicaudatus				VU				VU				VU				VU	VU				
9370	Spelaeornis oatesi								LC	LC			LC				LC					
9371	Spelaeornis reptatus								LC	LC			LC				LC					
9372	Spelaeornis troglodytoides				LC				LC	LC			LC				LC		LC			
9373	Spermestes bicolor																LC	LC				
9374	Spermestes cucullata				LC				LC	LC			LC				LC					
9375	Spermestes fringilloides				LC				LC	LC			LC				LC		LC			
9376	Spermophaga haematina				LC				LC	LC			LC				LC		LC			
9377	Spermophaga poliogenys				LC				LC	LC			LC				LC		LC			
9378	Spermophaga ruficapilla				LC				LC	LC			LC				LC					
9379	Sphecotheres hypoleucus				NT				NT				NT			LC	LC		LC			
9380	Sphecotheres vieilloti				LC				LC	LC			LC				LC	LC				
9381	Sphecotheres viridis				LC				LC	LC			LC				LC	LC				
9382	Spheniscus demersus				VU	VU			VU		EN		EN	EN		EN	EN		EN			
9383	Spheniscus humboldti				VU	VU			VU		VU		VU	VU			VU		VU			
9384	Spheniscus magellanicus				NT				NT		NT		NT				NT		NT			
9385	Spheniscus mendiculus				EN	EN		EN	EN		EN		EN				EN		EN			
9386	Sphenoeacus afer				LC				LC	LC			LC				LC					
9387	Sphenopsis frontalis				LC				LC	LC			LC				LC					
9388	Sphenopsis melanotis																LC					
9389	Sphenopsis ochracea																LC					
9390	Sphenopsis piurae																LC					
9391	Sphyrapicus nuchalis				LC				LC	LC			LC				LC		LC			
9392	Sphyrapicus ruber				LC				LC	LC			LC				LC		LC			
9393	Sphyrapicus thyroideus				LC				LC	LC			LC				LC					
9394	Sphyrapicus varius				LC				LC	LC			LC				LC					
9395	Spilopelia chinensis														LC		LC					
9396	Spilopelia senegalensis				LC				LC	LC			LC				LC		LC			
9397	Spilopelia suratensis														LC		LC					
9398	Spiloptila clamans				LC				LC	LC			LC				LC	LC				
9399	Spilornis cheela		LC		LC				LC	LC			LC				LC					
9400	Spilornis elgini				NT				NT				NT				NT	VU				
9401	Spilornis holospilus				LC				LC	LC			LC				LC					
9402	Spilornis kinabaluensis				VU				VU				VU				VU					
9403	Spilornis klossi		NT		NT				NT				NT				NT					
9404	Spilornis rufipectus				LC				LC	LC			LC				LC					
9405	Spindalis dominicensis				LC				LC	LC			LC				LC					
9406	Spindalis nigricephala				LC				LC	LC			LC				LC					
9407	Spindalis portoricensis				LC				LC	LC			LC				LC					
9408	Spindalis zena				LC				LC	LC			LC				LC					
9409	Spinus atratus				LC				LC	LC			LC				LC					
9410	Spinus atriceps				LC				LC	LC			LC				LC					
9411	Spinus barbatus				LC				LC	LC			LC				LC		LC			
9412	Spinus crassirostris				LC				LC	LC			LC				LC		LC			
9413	Spinus cucullatus				EN				EN				EN				EN	EN	EN			
9414	Spinus dominicensis				LC				LC	LC			LC				LC					
9415	Spinus lawrencei				LC				LC	LC			LC				LC					
9416	Spinus magellanicus				LC				LC	LC			LC				LC					
9417	Spinus notatus				LC				LC	LC			LC				LC		LC			
9418	Spinus olivaceus				LC				LC	LC			LC				LC					
9419	Spinus pinus				LC				LC	LC			LC				LC					
9420	Spinus psaltria				LC				LC	LC			LC				LC		LC			
9421	Spinus siemiradzkii				VU				VU				VU				VU					
9422	Spinus spinescens				LC				LC	LC			LC				LC		LC			
9423	Spinus spinus				LC				LC	LC			LC		LC	LC	LC					
9424	Spinus thibetanus				LC				LC	LC			LC				LC					
9425	Spinus tristis				LC				LC	LC			LC				LC					
9426	Spinus uropygialis				LC				LC	LC			LC				LC		LC			
9427	Spinus xanthogastrus				LC				LC	LC			LC				LC		LC			
9428	Spinus yarrellii				VU				VU				VU				VU		VU			
9429	Spiza americana				LC				LC	LC			LC				LC					
9430	Spizaetus isidori				NT				NT		VU		VU		EN		EN					
9431	Spizaetus melanoleucus				LC				LC	LC			LC				LC					
9432	Spizaetus ornatus				LC				LC	LC			NT				NT					
9433	Spizaetus tyrannus				LC				LC	LC			LC				LC					
9434	Spizella atrogularis				LC				LC	LC			LC				LC					
9435	Spizella breweri							NT	LC	LC			LC				LC		LC			
9436	Spizella pallida				LC				LC	LC			LC				LC					
9437	Spizella passerina				LC				LC	LC			LC				LC		LC			
9438	Spizella pusilla				LC				LC	LC			LC				LC					
9439	Spizella wortheni				EN				EN				EN	EN			EN	EN				
9440	Spiziapteryx circumcincta				LC				LC	LC			LC				LC					
9441	Spizixos canifrons				LC				LC	LC			LC				LC					
9442	Spizixos semitorques				LC				LC	LC			LC				LC					
9443	Spizocorys conirostris				LC				LC	LC			LC				LC					
9444	Spizocorys fremantlii				LC				LC	LC			LC				LC					
9445	Spizocorys fringillaris				EN		EN		EN				EN				EN			EN		
9446	Spizocorys obbiensis				DD				DD				DD				DD					
9447	Spizocorys personata				LC				LC	LC			LC				LC					
9448	Spizocorys sclateri				NT				NT				NT				NT	NT				
9449	Spizocorys starki				LC				LC	LC			LC				LC					
9450	Spodiopsar cineraceus				LC				LC	LC			LC				LC					
9451	Spodiopsar sericeus				LC				LC	LC			LC				LC		LC			
9452	Spodiornis rusticus				LC				LC	LC			LC				LC		LC			
9453	Sporathraupis cyanocephala				LC				LC	LC			LC				LC		LC			
9454	Sporophila albogularis				LC				LC	LC			LC				LC					
9455	Sporophila americana						LC		LC	LC			LC	LC			LC					
9456	Sporophila angolensis				LC				LC	LC			LC				LC		LC			
9457	Sporophila ardesiaca				LC				LC	LC			LC				LC		LC			
9458	Sporophila atrirostris				LC				LC	LC			LC				LC		LC			
9459	Sporophila beltoni																VU	VU				
9460	Sporophila bouvreuil																LC					
9461	Sporophila bouvronides				LC				LC	LC			LC				LC		LC			
9462	Sporophila caerulescens				LC				LC	LC			LC				LC		LC			
9463	Sporophila castaneiventris				LC				LC	LC			LC				LC					
9464	Sporophila cinnamomea				VU				VU				VU				VU	VU	VU			
9465	Sporophila collaris				LC				LC	LC			LC				LC					
9466	Sporophila corvina																LC					
9467	Sporophila crassirostris				LC				LC	LC			LC				LC					
9468	Sporophila falcirostris				VU				VU				VU				VU		VU			
9469	Sporophila fringilloides				LC				LC	LC			LC				LC		LC			
9470	Sporophila frontalis				VU				VU				VU				VU		VU			
9471	Sporophila funerea				LC				LC	LC			LC				LC					
9472	Sporophila hypochroma				NT				NT				NT				NT		NT			
9473	Sporophila hypoxantha				LC				LC	LC			LC				LC		LC			
9474	Sporophila iberaensis																EN	EN				
9475	Sporophila intermedia				LC				LC	LC			LC				LC					
9476	Sporophila leucoptera				LC				LC	LC			LC				LC		LC			
9477	Sporophila lineola				LC				LC	LC			LC				LC		LC			
9478	Sporophila luctuosa				LC				LC	LC			LC				LC					
9479	Sporophila maximiliani				NT				NT				NT	VU		VU	VU	EN		EN		
9480	Sporophila melanogaster				NT				NT				NT				NT		NT	NT		
9481	Sporophila minuta				LC				LC	LC			LC				LC					
9482	Sporophila morelleti																LC					
9483	Sporophila murallae								LC	LC			LC	LC			LC					
9484	Sporophila nigricollis																LC					
9485	Sporophila nigrorufa				VU		VU		VU				VU				VU					
9486	Sporophila nuttingi				LC				LC	LC			LC				LC					
9487	Sporophila ophthalmica																LC					
9488	Sporophila palustris				EN				EN				EN				EN	EN				
9489	Sporophila peruviana				LC				LC	LC			LC				LC					
9490	Sporophila pileata																LC	LC				
9491	Sporophila plumbea				LC				LC	LC			LC				LC		LC			
9492	Sporophila ruficollis				NT				NT				NT				NT		NT			
9493	Sporophila schistacea				LC				LC	LC			LC				LC		LC			
9494	Sporophila simplex				LC				LC	LC			LC				LC					
9495	Sporophila telasco					LC			LC	LC			LC				LC		LC			
9496	Sporophila torqueola																LC	LC				
9497	Sporopipes frontalis				LC				LC	LC			LC				LC		LC			
9498	Sporopipes squamifrons				LC				LC	LC			LC				LC					
9499	Stachyris grammiceps				NT				NT				NT				NT					
9500	Stachyris herberti				NT				NT		LC		LC				LC		LC			
9501	Stachyris humei								NT				NT	NT			NT		NT			
9502	Stachyris leucotis				NT				NT				NT				NT					
9503	Stachyris maculata				NT				NT				NT				NT					
9504	Stachyris nigriceps				LC				LC	LC			LC				LC					
9505	Stachyris nigricollis				NT				NT				NT	NT			NT					
9506	Stachyris nonggangensis										NT		VU			VU	VU	VU				
9507	Stachyris oglei				VU				VU				VU				VU	VU				
9508	Stachyris poliocephala				LC				LC	LC			LC				LC					
9509	Stachyris roberti								NT				NT				NT		NT			
9510	Stachyris strialata				LC				LC	LC			LC				LC					
9511	Stachyris thoracica				LC				LC	LC			LC				LC					
9512	Stactolaema anchietae				LC				LC	LC			LC				LC					
9513	Stactolaema leucogrammica														LC		LC					
9514	Stactolaema leucotis														LC		LC					
9515	Stactolaema whytii				LC				LC	LC			LC				LC					
9516	Stagonopleura bella				LC				LC	LC			LC				LC					
9517	Stagonopleura guttata				NT				NT				LC				LC		LC			
9518	Stagonopleura oculata				LC				LC	LC			LC				LC					
9519	Starnoenas cyanocephala				EN		EN		EN				EN				EN					
9520	Steatornis caripensis				LC				LC	LC			LC				LC					
9521	Steganopus tricolor				LC				LC	LC			LC				LC					
9522	Stelgidillas gracilirostris				LC				LC	LC			LC				LC					
9523	Stelgidopteryx ridgwayi				LC												LC	LC				
9524	Stelgidopteryx ruficollis				LC				LC	LC			LC				LC					
9525	Stelgidopteryx serripennis				LC												LC					
9526	Stenostira scita				LC				LC	LC			LC				LC					
9527	Stephanoaetus coronatus				LC				LC	LC			NT				NT		NT			
9528	Stephanophorus diadematus				LC				LC	LC			LC				LC					
9529	Stephanoxis lalandi														LC		LC					
9530	Stephanoxis loddigesii														LC		LC					
9531	Stercorarius longicaudus				LC				LC	LC			LC				LC		LC			
9532	Stercorarius parasiticus				LC				LC	LC			LC				LC		LC			
9533	Stercorarius pomarinus				LC				LC	LC			LC				LC		LC			
9534	Sterna acuticauda				NT		NT		NT				EN				EN					
9535	Sterna aurantia				LC				LC	LC			NT				NT					
9536	Sterna dougallii				LC				LC	LC			LC				LC	LC	LC			
9537	Sterna forsteri				LC				LC	LC			LC				LC		LC			
9538	Sterna hirundinacea				LC				LC	LC			LC				LC		LC			
9539	Sterna hirundo				LC				LC	LC			LC				LC		LC			
9540	Sterna paradisaea				LC				LC	LC	LC		LC				LC		LC			
9541	Sterna repressa				LC				LC	LC			LC				LC		LC	LC		
9542	Sterna striata				LC				LC	LC			LC	LC			LC		NT	NT		
9543	Sterna sumatrana				LC				LC	LC			LC				LC		LC			
9544	Sterna trudeaui				LC				LC	LC			LC				LC		LC			
9545	Sterna virgata				NT		NT		NT		NT		NT				NT		NT			
9546	Sterna vittata				LC				LC	LC			LC	LC			LC		LC			
9547	Sternoclyta cyanopectus				LC				LC	LC			LC				LC					
9548	Sternula albifrons				LC				LC	LC			LC				LC		LC			
9549	Sternula antillarum				LC				LC	LC			LC				LC		LC			
9550	Sternula balaenarum				NT		NT		NT		NT		NT			NT	VU		VU			
9551	Sternula lorata				NT	EN	EN		EN		EN		EN				EN		EN			
9552	Sternula nereis				LC				VU		VU		VU				VU		VU			
9553	Sternula saundersi				LC				LC	LC			LC				LC		LC	LC		
9554	Sternula superciliaris				LC				LC	LC			LC				LC					
9555	Sterrhoptilus capitalis				LC				LC	LC			LC				LC		LC			
9556	Sterrhoptilus dennistouni				NT				NT				NT				NT		NT			
9557	Sterrhoptilus nigrocapitatus				LC				LC	LC			LC				LC					
9558	Stictonetta naevosa				LC				LC	LC			LC				LC					
9559	Stigmatura bahiae																LC					
9560	Stigmatura budytoides				LC				LC	LC			LC				LC					
9561	Stigmatura napensis																LC	LC				
9562	Stiltia isabella				LC				LC	LC			LC				LC					
9563	Stiphrornis erythrothorax																LC	LC	LC			
9564	Stiphrornis pyrrholaemus																NT					
9565	Stiphrornis xanthogaster																LC		LC			
9566	Stipiturus malachurus				LC				LC	LC			LC				LC					
9567	Stipiturus mallee				VU		VU		EN				EN				EN					
9568	Stipiturus ruficeps				LC				LC	LC			LC				LC					
9569	Stizorhina finschi																LC					
9570	Stizorhina fraseri																LC					
9571	Stomiopera flava				LC				LC	LC			LC				LC		LC			
9572	Stomiopera unicolor				LC				LC	LC			LC				LC					
9573	Strepera fuliginosa				LC				LC	LC			LC				LC					
9574	Strepera graculina				LC				LC	LC			LC				LC					
9575	Strepera versicolor				LC				LC	LC			LC				LC	LC				
9576	Streptocitta albertinae				NT				NT				NT				NT		NT			
9577	Streptocitta albicollis																LC					
9578	Streptocitta torquata																LC					
9579	Streptopelia bitorquata														LC		LC					
9580	Streptopelia capicola				LC				LC	LC			LC				LC		LC			
9581	Streptopelia decaocto														LC		LC		LC	LC		
9582	Streptopelia decipiens				LC				LC	LC			LC				LC					
9583	Streptopelia dusumieri														VU		VU		VU			
9584	Streptopelia hypopyrrha				LC				LC	LC			LC				LC					
9585	Streptopelia lugens				LC				LC	LC			LC				LC					
9586	Streptopelia orientalis				LC				LC	LC			LC				LC					
9587	Streptopelia reichenowi				NT				NT				NT				NT					
9588	Streptopelia roseogrisea				LC				LC	LC			LC				LC		LC			
9589	Streptopelia semitorquata				LC				LC	LC			LC				LC					
9590	Streptopelia tranquebarica				LC				LC	LC			LC				LC		LC			
9591	Streptopelia turtur				LC				LC	LC			LC			VU	VU	VU		VU		
9592	Streptopelia vinacea				LC				LC	LC			LC				LC					
9593	Streptopelia xanthocycla														LC		LC					
9594	Streptoprocne biscutata				LC				LC	LC			LC				LC		LC			
9595	Streptoprocne phelpsi				LC				LC	LC			LC				LC					
9596	Streptoprocne rutila				LC				LC	LC			LC				LC					
9597	Streptoprocne semicollaris				LC				LC	LC			LC				LC					
9598	Streptoprocne zonaris				LC				LC	LC			LC				LC		LC			
9599	Stresemannia bougainvillei				LC				LC	LC			LC				LC	LC				
9600	Strigops habroptila				CR		CR		CR	CR	CR		CR	CR		CR	CR		CR			
9601	Strix aluco														LC		LC					
9602	Strix butleri														DD		DD	DD				
9603	Strix chacoensis						LC		LC	LC			LC				LC		NT			
9604	Strix fulvescens				LC				LC	LC			LC				LC					
9605	Strix hadorami				LC				LC	LC			LC				LC					
9606	Strix hylophila				NT				NT				NT				NT					
9607	Strix leptogrammica				LC				LC	LC			LC				LC					
9608	Strix nebulosa				LC				LC	LC			LC			LC	LC					
9609	Strix nivicolum														LC		LC					
9610	Strix occidentalis				NT				NT				NT	NT			NT	NT				
9611	Strix ocellata				LC				LC	LC			LC				LC					
9612	Strix rufipes						LC		LC	LC			LC				LC					
9613	Strix seloputo				LC				LC	LC			LC				LC					
9614	Strix uralensis				LC				LC	LC			LC	LC		LC	LC					
9615	Strix varia				LC				LC	LC			LC				LC					
9616	Strix woodfordii				LC				LC	LC			LC				LC					
9617	Struthidea cinerea				LC				LC	LC			LC				LC					
9618	Struthio camelus														LC		LC		LC			
9619	Struthio molybdophanes														VU		VU					
9620	Sturnella magna									LC			LC				LC		NT	NT		
9621	Sturnella neglecta				LC				LC	LC			LC				LC		LC			
9622	Sturnia erythropygia				LC				LC	LC			LC				LC		LC			
9623	Sturnia malabarica				LC				LC	LC			LC				LC					
9624	Sturnia pagodarum				LC				LC	LC			LC				LC		LC			
9625	Sturnia sinensis				LC				LC	LC			LC				LC					
9626	Sturnornis albofrontatus				VU		VU		VU				VU				VU					
9627	Sturnus unicolor				LC				LC	LC			LC				LC					
9628	Sturnus vulgaris				LC				LC	LC			LC		LC	LC	LC			LC		
9629	Sublegatus arenarum				LC				LC	LC			LC				LC	LC				
9630	Sublegatus modestus				LC				LC	LC			LC				LC					
9631	Sublegatus obscurior				LC				LC	LC			LC				LC		LC			
9632	Sugomel nigrum				LC				LC	LC			LC				LC					
9633	Suiriri suiriri							LC	LC	LC			LC				LC					
9634	Sula dactylatra										LC		LC				LC		LC			
9635	Sula granti				LC				LC	LC			LC				LC		LC			
9636	Sula leucogaster				LC				LC	LC			LC				LC		LC			
9637	Sula nebouxii				LC				LC	LC			LC				LC		LC			
9638	Sula sula				LC				LC	LC			LC				LC		LC			
9639	Sula variegata				LC				LC	LC			LC				LC		LC			
9640	Surnia ulula				LC				LC	LC			LC			LC	LC					
9641	Surniculus dicruroides														LC		LC					
9642	Surniculus lugubris														LC		LC					
9643	Surniculus musschenbroeki														LC		LC					
9644	Surniculus velutinus														LC		LC					
9645	Suthora fulvifrons				LC				LC	LC			LC				LC					
9646	Suthora nipalensis				LC				LC	LC			LC				LC					
9647	Suthora verreauxi				LC				LC	LC			LC				LC		LC			
9648	Swynnertonia swynnertoni				VU				VU				VU	VU			VU					
9649	Sylvia abyssinica																LC					
9650	Sylvia atricapilla				LC				LC	LC			LC				LC					
9651	Sylvia atriceps																LC					
9652	Sylvia balearica																LC					
9653	Sylvia boehmi				LC				LC	LC			LC				LC					
9654	Sylvia borin				LC				LC	LC			LC				LC					
9655	Sylvia buryi				VU				VU				VU				VU	NT				
9656	Sylvia cantillans																LC		LC			
9657	Sylvia communis				LC				LC	LC			LC		LC		LC	LC				
9658	Sylvia conspicillata				LC				LC	LC			LC		LC		LC			LC		
9659	Sylvia crassirostris																LC			LC		
9660	Sylvia curruca																LC	LC				
9661	Sylvia deserti																LC	LC				
9662	Sylvia deserticola				LC				LC	LC			LC				LC		LC			
9663	Sylvia dohrni				LC				LC	LC			LC				LC		LC			
9664	Sylvia hortensis																LC		LC			
9665	Sylvia layardi				LC				LC	LC			LC				LC					
9666	Sylvia leucomelaena				LC				LC	LC			LC				LC					
9667	Sylvia lugens				LC				LC	LC			LC				LC					
9668	Sylvia melanocephala				LC				LC	LC			LC				LC		LC			
9669	Sylvia melanothorax				LC				LC	LC			LC				LC					
9670	Sylvia mystacea				LC				LC	LC			LC			LC	LC					
9671	Sylvia nana																LC	LC				
9672	Sylvia nigricapillus				NT				NT				NT				NT	VU				
