	species	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020
4928	Scaptochirus moschatus								LC								LC				
4929	Scaptonyx fusicaudus								LC								LC				
4930	Sciurillus pusillus								DD											LC	
4931	Sciurocheirus alleni								LC												
4932	Sciurocheirus gabonensis								LC											LC	
4933	Sciurotamias davidianus								LC								LC				
4934	Sciurotamias forresti								LC								LC				
4935	Sciurus aberti								LC									LC			
4936	Sciurus aestuans								LC								LC				
4937	Sciurus alleni								LC								LC				
4938	Sciurus anomalus								LC								LC				
4939	Sciurus arizonensis								DD											DD	
4940	Sciurus aureogaster								LC									LC			
4941	Sciurus carolinensis								LC								LC		LC		
4942	Sciurus colliaei								LC								LC				
4943	Sciurus deppei								LC								LC				
4944	Sciurus flammifer								DD											DD	
4945	Sciurus gilvigularis								DD											DD	
4946	Sciurus granatensis								LC								LC				
4947	Sciurus griseus								LC								LC				
4948	Sciurus ignitus								DD											LC	
4949	Sciurus igniventris								LC								LC				
4950	Sciurus lis								LC								LC				
4951	Sciurus nayaritensis								LC								LC				
4952	Sciurus niger								LC								LC				
4953	Sciurus oculatus								LC								LC				
4954	Sciurus pucheranii								DD											DD	
4955	Sciurus pyrrhinus								DD											DD	
4956	Sciurus richmondi								NT										NT		
4957	Sciurus sanborni								DD											DD	
4958	Sciurus spadiceus								LC								LC				
4959	Sciurus stramineus								LC								LC				
4960	Sciurus variegatoides								LC								LC				
4961	Sciurus vulgaris		NT						LC								LC				
4962	Sciurus yucatanensis								LC								LC				
4963	Scleronycteris ega								LC								DD				
4964	Scolomys melanops								LC								LC				
4965	Scolomys ucayalensis								LC								LC				
4966	Scoteanax rueppellii								LC												
4967	Scotinomys teguina								LC								LC				
4968	Scotinomys xerampelinus								LC								LC				
4969	Scotoecus albofuscus				DD				DD											DD	
4970	Scotoecus hirundo				DD				LC									LC			
4971	Scotoecus pallidus				NT				LC											LC	
4972	Scotomanes ornatus								LC												
4973	Scotonycteris ophiodon				EN				VU		NT										
4974	Scotonycteris zenkeri																	LC			
4975	Scotophilus andrewreborii																	LC			
4976	Scotophilus borbonicus								DD											DD	
4977	Scotophilus celebensis								DD												
4978	Scotophilus collinus								LC												
4979	Scotophilus dinganii				LC				LC									LC			
4980	Scotophilus ejetai																	LC			
4981	Scotophilus heathii								LC											LC	
4982	Scotophilus kuhlii								LC											LC	
4983	Scotophilus leucogaster				LC				LC									LC			
4984	Scotophilus livingstonii																	LC			
4985	Scotophilus marovaza								LC									LC			
4986	Scotophilus nigrita				NT				LC									LC			
4987	Scotophilus nucella				VU				DD											DD	
4988	Scotophilus nux				LC				LC									LC			
4989	Scotophilus robustus								LC									LC			
4990	Scotophilus tandrefana								DD											DD	
4991	Scotophilus trujilloi																	LC			
4992	Scotophilus viridis				LC				LC									LC			
4993	Scotorepens balstoni								LC												
4994	Scotorepens greyii								LC												
4995	Scotorepens orion								LC												
4996	Scotorepens sanborni								LC												
4997	Scotozous dormeri				LC				LC											LC	
4998	Scutisorex somereni				LC				LC								LC				LC
4999	Scutisorex thori																			DD	
5000	Sekeetamys calurus				LC				LC								LC				
5001	Selevinia betpakdalaensis								DD								DD				
5002	Semnopithecus ajax				CR				EN												
5003	Semnopithecus dussumieri								LC												
5004	Semnopithecus entellus				NT				LC												
5005	Semnopithecus hector				EN				NT												
5006	Semnopithecus hypoleucos								VU												
5007	Semnopithecus priam								NT												
5008	Semnopithecus schistaceus								LC												
5009	Setifer setosus						LC		LC							LC	LC				
5010	Setonix brachyurus								VU											VU	VU
5011	Sicista armenica								EN							EN					
5012	Sicista betulina								LC								LC				
5013	Sicista caucasica								VU												
5014	Sicista caudata								DD								DD				
5015	Sicista concolor								LC								LC				
5016	Sicista kazbegica								EN								EN				
5017	Sicista kluchorica								NT									LC			
5018	Sicista loriger																	VU			
5019	Sicista napaea								LC								LC				
5020	Sicista pseudonapaea								DD								DD				
5021	Sicista severtzovi								LC								LC				
5022	Sicista strandi								LC								LC				
5023	Sicista subtilis																	LC			
5024	Sicista tianshanica								LC								LC				
5025	Sicista trizona																			EN	
5026	Sigmodon alleni																		VU		
5027	Sigmodon alstoni								LC								LC				
5028	Sigmodon arizonae								LC								LC				
5029	Sigmodon fulviventer								LC								LC				
5030	Sigmodon hirsutus								LC								LC				
5031	Sigmodon hispidus								LC								LC				
5032	Sigmodon inopinatus								VU										VU		
5033	Sigmodon leucotis								LC								LC				
5034	Sigmodon mascotensis								LC								LC				
5035	Sigmodon ochrognathus								LC								LC				
5036	Sigmodon peruanus								LC								LC				
5037	Sigmodon toltecus								LC								LC				
5038	Sigmodontomys alfari								LC								LC				
5039	Simias concolor								CR												
5040	Sminthopsis archeri								DD								DD				
5041	Sminthopsis bindi								LC								NT				
5042	Sminthopsis butleri								VU											VU	
5043	Sminthopsis crassicaudata								LC								LC				
5044	Sminthopsis dolichura								LC								LC				
5045	Sminthopsis douglasi								NT											NT	
5046	Sminthopsis fuliginosus								DD								DD				
5047	Sminthopsis gilberti								LC								LC				
5048	Sminthopsis granulipes								LC								LC				
5049	Sminthopsis griseoventer								LC								LC				
5050	Sminthopsis hirtipes								LC								LC				
5051	Sminthopsis leucopus								VU								LC				LC
5052	Sminthopsis longicaudata								LC								LC				
5053	Sminthopsis macroura								LC								LC				
5054	Sminthopsis murina								LC								LC				
5055	Sminthopsis ooldea								LC								LC				
5056	Sminthopsis psammophila								EN								VU				
5057	Sminthopsis virginiae								LC								LC				
5058	Sminthopsis youngsoni								LC								LC				
5059	Smutsia gigantea								NT						VU					EN	
5060	Smutsia temminckii								LC						VU					VU	
5061	Solenodon paradoxus								EN												
5062	Solisorex pearsoni								EN												
5063	Solomys ponceleti								CR												
5064	Solomys salamonis								DD								DD				
5065	Solomys salebrosus								EN												
5066	Solomys sapientis								EN								EN				
5067	Sommeromys macrorhinos								DD									DD			
5068	Sooretamys angouya								LC								LC				
5069	Sorex alaskanus								DD											DD	
5070	Sorex alpinus								NT												
5071	Sorex antinorii								DD											LC	
5072	Sorex araneus								LC								LC				
5073	Sorex arcticus								LC								LC				
5074	Sorex arizonae								LC								LC				
5075	Sorex asper								LC								LC				
5076	Sorex bairdi								LC								LC				
5077	Sorex bedfordiae								LC									LC			
5078	Sorex bendirii								LC								LC				
5079	Sorex buchariensis								LC											DD	
5080	Sorex caecutiens								LC								LC				
5081	Sorex camtschatica								LC									LC			
5082	Sorex cansulus								DD								DD				
5083	Sorex cinereus								LC								LC				
5084	Sorex coronatus								LC								LC				
5085	Sorex cylindricauda								LC									LC			
5086	Sorex daphaenodon								LC								LC				
5087	Sorex dispar								LC								LC				
5088	Sorex emarginatus								LC									LC			
5089	Sorex excelsus								LC								LC				
5090	Sorex fumeus								LC								LC				
5091	Sorex gracillimus								LC								LC				
5092	Sorex granarius								LC											LC	
5093	Sorex haydeni								LC								LC				
5094	Sorex hosonoi								LC								LC				
5095	Sorex hoyi								LC								LC				
5096	Sorex isodon								LC								LC				
5097	Sorex ixtlanensis								DD											DD	
5098	Sorex jacksoni								LC								LC				
5099	Sorex kozlovi								DD								DD				
5100	Sorex leucogaster								DD								DD				
5101	Sorex longirostris								LC								LC				
5102	Sorex lyelli								LC									LC			
5103	Sorex macrodon								VU										VU		
5104	Sorex maritimensis								LC								LC				
5105	Sorex mediopua								LC									LC			
5106	Sorex merriami								LC								LC				
5107	Sorex milleri								VU										VU		
5108	Sorex minutissimus								LC								LC				
5109	Sorex minutus								LC								LC				
5110	Sorex mirabilis								DD								DD				
5111	Sorex monticolus								LC								LC				
5112	Sorex nanus								LC								LC				
5113	Sorex neomexicanus								DD											DD	
5114	Sorex oreopolus								LC									LC			
5115	Sorex orizabae								LC									LC			
5116	Sorex ornatus								LC								LC				
5117	Sorex pacificus								LC								LC				
5118	Sorex palustris								LC								LC				
5119	Sorex planiceps								LC									LC			
5120	Sorex portenkoi								DD								DD				
5121	Sorex preblei								LC								LC			LC	
5122	Sorex pribilofensis								EN										EN		
5123	Sorex raddei								LC								LC				
5124	Sorex roboratus								LC								LC				
5125	Sorex rohweri								LC									LC			
5126	Sorex samniticus								LC								LC				
5127	Sorex satunini								LC								LC				
5128	Sorex saussurei								LC									LC			
5129	Sorex sclateri								CR										CR		
5130	Sorex shinto								LC								LC				
5131	Sorex sinalis								DD								DD				
5132	Sorex sonomae								LC									LC			
5133	Sorex stizodon								CR										CR		
5134	Sorex tenellus								LC								LC				
5135	Sorex thibetanus								DD								DD				
5136	Sorex trowbridgii								LC								LC				
5137	Sorex tundrensis								LC								LC				
5138	Sorex ugyunak								LC								LC				
5139	Sorex unguiculatus								LC								LC				
5140	Sorex vagrans								LC								LC				
5141	Sorex ventralis								LC									LC			
5142	Sorex veraecrucis								LC									LC			
5143	Sorex veraepacis								LC									LC			
5144	Sorex volnuchini								LC							LC	LC				
5145	Sorex yukonicus								LC									LC			
5146	Soricomys kalinga								LC									LC			
5147	Soricomys leonardocoi																	DD			
5148	Soricomys montanus																			LC	
5149	Soricomys musseri								LC									LC			
5150	Soriculus nigrescens								LC								LC				
5151	Sotalia fluviatilis										DD		DD								
5152	Sotalia guianensis										DD		DD						NT		
5153	Sousa chinensis																	VU			
5154	Sousa plumbea																	EN			
5155	Sousa sahulensis																	VU			
5156	Sousa teuszii								VU				VU					CR			
5157	Spalacopus cyanus								LC					LC			LC				
5158	Spalax arenarius								EN												
5159	Spalax giganteus								VU								LC				
5160	Spalax graecus								NT												
5161	Spalax microphthalmus								LC								LC				
5162	Spalax uralensis								NT								NT				
5163	Spalax zemni								VU												
5164	Speothos venaticus				VU				NT			NT									
5165	Spermophilopsis leptodactylus								LC								LC				
5166	Spermophilus alashanicus								LC								LC				
5167	Spermophilus brevicauda								LC								LC				
5168	Spermophilus citellus								VU												
5169	Spermophilus dauricus								LC								LC				
5170	Spermophilus erythrogenys								LC								LC				
5171	Spermophilus fulvus								LC									LC			
5172	Spermophilus major								LC									LC			
5173	Spermophilus musicus								NT												
5174	Spermophilus pallidicauda								LC									LC			
5175	Spermophilus pygmaeus								LC									LC			
5176	Spermophilus ralli								LC								LC				
5177	Spermophilus relictus								LC								LC				
5178	Spermophilus suslicus								NT												
5179	Spermophilus taurensis								LC									LC			
5180	Spermophilus xanthoprymnus								NT												
5181	Sphaerias blanfordi								LC												
5182	Sphaeronycteris toxophyllum								DD										LC		
5183	Spilocuscus kraemeri								NT											NT	
5184	Spilocuscus maculatus								LC								LC				
5185	Spilocuscus papuensis								VU								VU				
5186	Spilocuscus rufoniger								CR								CR				
5187	Spilocuscus wilsoni								CR								CR				
5188	Spilogale angustifrons								LC								LC				
5189	Spilogale gracilis								LC								LC				
5190	Spilogale putorius								LC								VU				
5191	Spilogale pygmaea								VU								VU				
5192	Srilankamys ohiensis								VU											VU	
